Unnamed: 0,text,diggCount,replyCommentTotal,createTimeISO,videoWebUrl,place,text_tokens,bigrams,sentiment,sentiment_score
9206,lela latin tau sweet gila,21,2.0,03/01/2025 14:11:07,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['lela', 'latin', 'tau', 'sweet', 'gila']","[('lela', 'latin'), ('latin', 'tau'), ('tau', 'sweet'), ('sweet', 'gila')]",neutral,0.70921790599823
9207,dua empat puluh lima,1,0.0,03/02/2025 14:45:13,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['dua', 'empat', 'puluh', 'lima']","[('dua', 'empat'), ('empat', 'puluh'), ('puluh', 'lima')]",neutral,0.5623977780342102
9208,tekak sedap ja so tekak,1,0.0,03/04/2025 17:04:39,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['tekak', 'sedap', 'ja', 'so', 'tekak']","[('tekak', 'sedap'), ('sedap', 'ja'), ('ja', 'so'), ('so', 'tekak')]",positive,0.8376199007034302
9209,sedapnya,1,0.0,03/01/2025 19:20:11,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,['sedapnya'],[],neutral,0.8647692203521729
9210,aduh dua dua puluh lapan lambat maghrib,15,1.0,03/02/2025 14:27:18,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['aduh', 'dua', 'dua', 'puluh', 'lapan', 'lambat', 'maghrib']","[('aduh', 'dua'), ('dua', 'dua'), ('dua', 'puluh'), ('puluh', 'lapan'), ('lapan', 'lambat'), ('lambat', 'maghrib')]",neutral,0.37966594099998474
9211,mantap,1,0.0,03/01/2025 18:51:24,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,['mantap'],[],neutral,0.8647692203521729
9212,dh enam dua puluh,1,0.0,03/02/2025 18:13:28,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['dh', 'enam', 'dua', 'puluh']","[('dh', 'enam'), ('enam', 'dua'), ('dua', 'puluh')]",neutral,0.5782291293144226
9213,jauhlah jah,1,0.0,03/08/2025 08:23:40,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['jauhlah', 'jah']","[('jauhlah', 'jah')]",negative,0.9622218012809753
9214,perghh jalan kaki ka,4,1.0,03/01/2025 14:03:39,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['perghh', 'jalan', 'kaki', 'ka']","[('perghh', 'jalan'), ('jalan', 'kaki'), ('kaki', 'ka')]",positive,0.414637953042984
9215,comellahh lela ni muka set set patung barbie minat,1,0.0,03/03/2025 14:07:28,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['comellahh', 'lela', 'ni', 'muka', 'set', 'set', 'patung', 'barbie', 'minat']","[('comellahh', 'lela'), ('lela', 'ni'), ('ni', 'muka'), ('muka', 'set'), ('set', 'set'), ('set', 'patung'), ('patung', 'barbie'), ('barbie', 'minat')]",neutral,0.4702257215976715
9216,sempoi,3,1.0,03/01/2025 13:57:08,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,['sempoi'],[],neutral,0.8647692203521729
9217,portion makanan kedekutty,2,0.0,03/02/2025 14:46:39,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['portion', 'makanan', 'kedekutty']","[('portion', 'makanan'), ('makanan', 'kedekutty')]",positive,0.5039872527122498
9218,murah and portion gila recommend,1,0.0,03/11/2025 23:00:49,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['murah', 'and', 'portion', 'gila', 'recommend']","[('murah', 'and'), ('and', 'portion'), ('portion', 'gila'), ('gila', 'recommend')]",positive,0.9153218269348145
9219,sedapnya,1,0.0,03/01/2025 19:27:29,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,['sedapnya'],[],neutral,0.8647692203521729
9220,ramadhan lela,1,0.0,03/01/2025 16:33:33,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['ramadhan', 'lela']","[('ramadhan', 'lela')]",neutral,0.6113829016685486
9221,meriah talam bikin tgoda,1,0.0,03/03/2025 10:11:16,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['meriah', 'talam', 'bikin', 'tgoda']","[('meriah', 'talam'), ('talam', 'bikin'), ('bikin', 'tgoda')]",neutral,0.4474163055419922
9222,tengok lela makan lapar la,5,2.0,03/01/2025 14:28:32,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['tengok', 'lela', 'makan', 'lapar', 'la']","[('tengok', 'lela'), ('lela', 'makan'), ('makan', 'lapar'), ('lapar', 'la')]",positive,0.5356676578521729
9223,lima lima puluh empat fyp oh tuhan kuatkan iman,1,0.0,03/02/2025 17:54:35,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['lima', 'lima', 'puluh', 'empat', 'fyp', 'oh', 'tuhan', 'kuatkan', 'iman']","[('lima', 'lima'), ('lima', 'puluh'), ('puluh', 'empat'), ('empat', 'fyp'), ('fyp', 'oh'), ('oh', 'tuhan'), ('tuhan', 'kuatkan'), ('kuatkan', 'iman')]",neutral,0.481244832277298
9224,tudiaa sotong puas makan,5,1.0,03/01/2025 13:51:38,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['tudiaa', 'sotong', 'puas', 'makan']","[('tudiaa', 'sotong'), ('sotong', 'puas'), ('puas', 'makan')]",neutral,0.434330552816391
9225,aduh time-time laa tiga lima belas,2,0.0,03/02/2025 15:15:18,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['aduh', 'time-time', 'laa', 'tiga', 'lima', 'belas']","[('aduh', 'time-time'), ('time-time', 'laa'), ('laa', 'tiga'), ('tiga', 'lima'), ('lima', 'belas')]",neutral,0.9534028768539429
9226,tngok lela makan kurus,2,0.0,03/01/2025 21:16:28,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['tngok', 'lela', 'makan', 'kurus']","[('tngok', 'lela'), ('lela', 'makan'), ('makan', 'kurus')]",negative,0.4177989661693573
9227,murah,1,0.0,03/02/2025 13:15:40,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,['murah'],[],neutral,0.8647692203521729
9228,empat 24pm,1,0.0,03/02/2025 16:24:32,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['empat', '24pm']","[('empat', '24pm')]",neutral,0.9329164028167725
9229,lame tak nampak lela fyp pergi,1,0.0,03/01/2025 17:50:34,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['lame', 'tak', 'nampak', 'lela', 'fyp', 'pergi']","[('lame', 'tak'), ('tak', 'nampak'), ('nampak', 'lela'), ('lela', 'fyp'), ('fyp', 'pergi')]",negative,0.4237753748893738
9230,sedap,1,0.0,03/01/2025 22:16:33,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,['sedap'],[],neutral,0.8647692203521729
9231,my fav la potlepak ni puas hati makan walla,1,0.0,03/02/2025 17:07:32,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['my', 'fav', 'la', 'potlepak', 'ni', 'puas', 'hati', 'makan', 'walla']","[('my', 'fav'), ('fav', 'la'), ('la', 'potlepak'), ('potlepak', 'ni'), ('ni', 'puas'), ('puas', 'hati'), ('hati', 'makan'), ('makan', 'walla')]",neutral,0.5716552734375
9232,puas makan setalam tersandaq,2,1.0,03/01/2025 13:53:32,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['puas', 'makan', 'setalam', 'tersandaq']","[('puas', 'makan'), ('makan', 'setalam'), ('setalam', 'tersandaq')]",positive,0.9654527306556702
9233,lela neehh tak pernah tak saigaakk,1,0.0,03/01/2025 19:57:22,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['lela', 'neehh', 'tak', 'pernah', 'tak', 'saigaakk']","[('lela', 'neehh'), ('neehh', 'tak'), ('tak', 'pernah'), ('pernah', 'tak'), ('tak', 'saigaakk')]",neutral,0.6284321546554565
9234,eishh time ni,1,0.0,03/02/2025 16:05:56,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['eishh', 'time', 'ni']","[('eishh', 'time'), ('time', 'ni')]",positive,0.5253388285636902
9235,lela kui empat dua puluh sembilan taw menyanyi-menyanyi perut nampak lela makan aduhai,1,0.0,03/02/2025 16:30:27,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['lela', 'kui', 'empat', 'dua', 'puluh', 'sembilan', 'taw', 'menyanyi-menyanyi', 'perut', 'nampak', 'lela', 'makan', 'aduhai']","[('lela', 'kui'), ('kui', 'empat'), ('empat', 'dua'), ('dua', 'puluh'), ('puluh', 'sembilan'), ('sembilan', 'taw'), ('taw', 'menyanyi-menyanyi'), ('menyanyi-menyanyi', 'perut'), ('perut', 'nampak'), ('nampak', 'lela'), ('lela', 'makan'), ('makan', 'aduhai')]",positive,0.4320850372314453
9236,harga dengar tak jelas plk,1,1.0,03/02/2025 17:58:38,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['harga', 'dengar', 'tak', 'jelas', 'plk']","[('harga', 'dengar'), ('dengar', 'tak'), ('tak', 'jelas'), ('jelas', 'plk')]",neutral,0.8460387587547302
9237,srs karan,1,0.0,03/01/2025 15:23:18,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['srs', 'karan']","[('srs', 'karan')]",neutral,0.5557715892791748
9238,padu wehh,0,1.0,12/14/2024 19:24:24,https://www.tiktok.com/@jaijati/video/7448180770830634258,Daud Grill Changlun,"['padu', 'wehh']","[('padu', 'wehh')]",positive,0.9064505696296692
9239,,0,0.0,01/26/2025 18:27:33,https://www.tiktok.com/@qaaisme/video/7053429498309578010,Kin Kin Changlun,['nan'],[],neutral,0.8647692203521729
9240,,0,0.0,01/16/2022 00:14:10,https://www.tiktok.com/@qaaisme/video/7053429498309578010,Kin Kin Changlun,['nan'],[],neutral,0.8647692203521729
9241,wey rindu nab,1,0.0,10/20/2022 17:40:27,https://www.tiktok.com/@wadieybobby/video/7156147789318180123,Nasi Lemak Kg Darat,"['wey', 'rindu', 'nab']","[('wey', 'rindu'), ('rindu', 'nab')]",neutral,0.4383310079574585
9242,sikitnya nasi,1,1.0,10/19/2022 21:16:30,https://www.tiktok.com/@wadieybobby/video/7156147789318180123,Nasi Lemak Kg Darat,"['sikitnya', 'nasi']","[('sikitnya', 'nasi')]",negative,0.9446427226066589
9243,lama makan favourite ni study dlu,2,1.0,10/19/2022 20:54:14,https://www.tiktok.com/@wadieybobby/video/7156147789318180123,Nasi Lemak Kg Darat,"['lama', 'makan', 'favourite', 'ni', 'study', 'dlu']","[('lama', 'makan'), ('makan', 'favourite'), ('favourite', 'ni'), ('ni', 'study'), ('study', 'dlu')]",neutral,0.8734683990478516
9244,weh sedap intern kt uum pergi makan aduh tiba-tiba lapaqq,3,1.0,10/19/2022 20:49:00,https://www.tiktok.com/@wadieybobby/video/7156147789318180123,Nasi Lemak Kg Darat,"['weh', 'sedap', 'intern', 'kt', 'uum', 'pergi', 'makan', 'aduh', 'tiba-tiba', 'lapaqq']","[('weh', 'sedap'), ('sedap', 'intern'), ('intern', 'kt'), ('kt', 'uum'), ('uum', 'pergi'), ('pergi', 'makan'), ('makan', 'aduh'), ('aduh', 'tiba-tiba'), ('tiba-tiba', 'lapaqq')]",negative,0.5687512159347534
9245,esok cglun,0,0.0,10/21/2022 13:01:53,https://www.tiktok.com/@wadieybobby/video/7156147789318180123,Nasi Lemak Kg Darat,"['esok', 'cglun']","[('esok', 'cglun')]",neutral,0.7836464047431946
9246,rindunya zaman belajar dahulu-dahulu,1,0.0,11/08/2022 16:39:35,https://www.tiktok.com/@wadieybobby/video/7156147789318180123,Nasi Lemak Kg Darat,"['rindunya', 'zaman', 'belajar', 'dahulu-dahulu']","[('rindunya', 'zaman'), ('zaman', 'belajar'), ('belajar', 'dahulu-dahulu')]",negative,0.4729897677898407
9247,sedap tp tak lah pedas mana,0,0.0,11/12/2022 20:30:17,https://www.tiktok.com/@wadieybobby/video/7156147789318180123,Nasi Lemak Kg Darat,"['sedap', 'tp', 'tak', 'lah', 'pedas', 'mana']","[('sedap', 'tp'), ('tp', 'tak'), ('tak', 'lah'), ('lah', 'pedas'), ('pedas', 'mana')]",positive,0.820595920085907
9248,ala singgah haritu hmm,1,0.0,10/20/2022 10:09:36,https://www.tiktok.com/@wadieybobby/video/7156147789318180123,Nasi Lemak Kg Darat,"['ala', 'singgah', 'haritu', 'hmm']","[('ala', 'singgah'), ('singgah', 'haritu'), ('haritu', 'hmm')]",neutral,0.814063549041748
9249,tengok berair mata,1,0.0,10/21/2022 12:00:14,https://www.tiktok.com/@wadieybobby/video/7156147789318180123,Nasi Lemak Kg Darat,"['tengok', 'berair', 'mata']","[('tengok', 'berair'), ('berair', 'mata')]",positive,0.7008072733879089
9250,pedas-pedas masin xpe jgnla manis spoil makan pedas,0,0.0,10/20/2022 15:36:54,https://www.tiktok.com/@wadieybobby/video/7156147789318180123,Nasi Lemak Kg Darat,"['pedas-pedas', 'masin', 'xpe', 'jgnla', 'manis', 'spoil', 'makan', 'pedas']","[('pedas-pedas', 'masin'), ('masin', 'xpe'), ('xpe', 'jgnla'), ('jgnla', 'manis'), ('manis', 'spoil'), ('spoil', 'makan'), ('makan', 'pedas')]",negative,0.7197598814964294
9251,jumpa adik owner diputrajaya mkin akn cawangan nnty kot,0,0.0,05/23/2023 13:28:09,https://www.tiktok.com/@wadieybobby/video/7156147789318180123,Nasi Lemak Kg Darat,"['jumpa', 'adik', 'owner', 'diputrajaya', 'mkin', 'akn', 'cawangan', 'nnty', 'kot']","[('jumpa', 'adik'), ('adik', 'owner'), ('owner', 'diputrajaya'), ('diputrajaya', 'mkin'), ('mkin', 'akn'), ('akn', 'cawangan'), ('cawangan', 'nnty'), ('nnty', 'kot')]",neutral,0.8101422190666199
9252,ayam cili sedap tetiba terliuq lepaih tengok ni,1,0.0,10/19/2022 22:33:21,https://www.tiktok.com/@wadieybobby/video/7156147789318180123,Nasi Lemak Kg Darat,"['ayam', 'cili', 'sedap', 'tetiba', 'terliuq', 'lepaih', 'tengok', 'ni']","[('ayam', 'cili'), ('cili', 'sedap'), ('sedap', 'tetiba'), ('tetiba', 'terliuq'), ('terliuq', 'lepaih'), ('lepaih', 'tengok'), ('tengok', 'ni')]",positive,0.8846169710159302
9253,sedap ayam cili makan ritu kureng sikit tp still mantap tp kena sabar makanan lambat,2,0.0,12/24/2022 20:12:42,https://www.tiktok.com/@wadieybobby/video/7156147789318180123,Nasi Lemak Kg Darat,"['sedap', 'ayam', 'cili', 'makan', 'ritu', 'kureng', 'sikit', 'tp', 'still', 'mantap', 'tp', 'kena', 'sabar', 'makanan', 'lambat']","[('sedap', 'ayam'), ('ayam', 'cili'), ('cili', 'makan'), ('makan', 'ritu'), ('ritu', 'kureng'), ('kureng', 'sikit'), ('sikit', 'tp'), ('tp', 'still'), ('still', 'mantap'), ('mantap', 'tp'), ('tp', 'kena'), ('kena', 'sabar'), ('sabar', 'makanan'), ('makanan', 'lambat')]",positive,0.5215293169021606
9254,tutup pergi tiga puluh satu hb sabtu minggu doan,0,0.0,12/23/2022 20:43:50,https://www.tiktok.com/@wadieybobby/video/7156147789318180123,Nasi Lemak Kg Darat,"['tutup', 'pergi', 'tiga', 'puluh', 'satu', 'hb', 'sabtu', 'minggu', 'doan']","[('tutup', 'pergi'), ('pergi', 'tiga'), ('tiga', 'puluh'), ('puluh', 'satu'), ('satu', 'hb'), ('hb', 'sabtu'), ('sabtu', 'minggu'), ('minggu', 'doan')]",neutral,0.9837791919708252
9255,,0,0.0,10/22/2025 18:13:14,https://www.tiktok.com/@akaktapauu/video/7560285759324851476,Potlepak Changlun,['nan'],[],neutral,0.8647692203521729
9256,,0,0.0,04/09/2025 01:28:48,https://www.tiktok.com/@dekukis.bits/video/7472030081955958034,Dekuki Café,['nan'],[],neutral,0.8647692203521729
9257,,0,0.0,06/19/2025 00:26:12,https://www.tiktok.com/@dekukis.bits/video/7472030081955958034,Dekuki Café,['nan'],[],neutral,0.8647692203521729
9258,,0,0.0,04/16/2025 13:32:44,https://www.tiktok.com/@dekukis.bits/video/7472030081955958034,Dekuki Café,['nan'],[],neutral,0.8647692203521729
9259,,1,0.0,02/19/2025 12:48:20,https://www.tiktok.com/@dekukis.bits/video/7472030081955958034,Dekuki Café,['nan'],[],neutral,0.8647692203521729
9260,,0,1.0,02/17/2025 21:19:44,https://www.tiktok.com/@dekukis.bits/video/7472030081955958034,Dekuki Café,['nan'],[],neutral,0.8647692203521729
9261,šnsyhrh oyemgi,0,1.0,02/17/2025 22:12:13,https://www.tiktok.com/@dekukis.bits/video/7472030081955958034,Dekuki Café,"['šnsyhrh', 'oyemgi']","[('šnsyhrh', 'oyemgi')]",positive,0.3488144874572754
9262,ᥫ 𝙽𝚄𝚁𝚄𝙻 𝙰𝙻𝙸𝙰,0,1.0,02/17/2025 22:12:13,https://www.tiktok.com/@dekukis.bits/video/7472030081955958034,Dekuki Café,"['ᥫ', '𝙽𝚄𝚁𝚄𝙻', '𝙰𝙻𝙸𝙰']","[('ᥫ', '𝙽𝚄𝚁𝚄𝙻'), ('𝙽𝚄𝚁𝚄𝙻', '𝙰𝙻𝙸𝙰')]",neutral,0.8084712028503418
9263,𝕸𝖚𝖘𝖆𝖓𝖌 𝕶𝖎𝖓𝖌,0,2.0,02/17/2025 21:32:57,https://www.tiktok.com/@dekukis.bits/video/7472030081955958034,Dekuki Café,"['𝕸𝖚𝖘𝖆𝖓𝖌', '𝕶𝖎𝖓𝖌']","[('𝕸𝖚𝖘𝖆𝖓𝖌', '𝕶𝖎𝖓𝖌')]",positive,0.5195555090904236
9264,rancak,2,0.0,03/01/2025 14:22:16,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,['rancak'],[],neutral,0.8647692203521729
9265,ni tgok xpe esok time-time ni meleleh air liur,1,0.0,03/01/2025 15:04:49,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['ni', 'tgok', 'xpe', 'esok', 'time-time', 'ni', 'meleleh', 'air', 'liur']","[('ni', 'tgok'), ('tgok', 'xpe'), ('xpe', 'esok'), ('esok', 'time-time'), ('time-time', 'ni'), ('ni', 'meleleh'), ('meleleh', 'air'), ('air', 'liur')]",positive,0.525284469127655
9266,lupa posa adoii fyp time 1st posa lak adoii,1,0.0,03/02/2025 13:16:50,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['lupa', 'posa', 'adoii', 'fyp', 'time', '1st', 'posa', 'lak', 'adoii']","[('lupa', 'posa'), ('posa', 'adoii'), ('adoii', 'fyp'), ('fyp', 'time'), ('time', '1st'), ('1st', 'posa'), ('posa', 'lak'), ('lak', 'adoii')]",negative,0.9435003995895386
9267,tu lela nohh,0,0.0,03/28/2025 18:49:31,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,"['tu', 'lela', 'nohh']","[('tu', 'lela'), ('lela', 'nohh')]",neutral,0.6852284073829651
9268,laju,0,0.0,03/01/2025 20:15:58,https://www.tiktok.com/@lelatete/video/7476713950227238162,Potlepak Changlun,['laju'],[],neutral,0.8647692203521729
9269,penuh dak kedai pergi tapi anak perangai makanan lambat,5,1.0,10/11/2025 16:54:31,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['penuh', 'dak', 'kedai', 'pergi', 'tapi', 'anak', 'perangai', 'makanan', 'lambat']","[('penuh', 'dak'), ('dak', 'kedai'), ('kedai', 'pergi'), ('pergi', 'tapi'), ('tapi', 'anak'), ('anak', 'perangai'), ('perangai', 'makanan'), ('makanan', 'lambat')]",neutral,0.6311324238777161
9270,so ni pidot pinat adik beradik ka,2,1.0,10/31/2025 13:58:25,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['so', 'ni', 'pidot', 'pinat', 'adik', 'beradik', 'ka']","[('so', 'ni'), ('ni', 'pidot'), ('pidot', 'pinat'), ('pinat', 'adik'), ('adik', 'beradik'), ('beradik', 'ka')]",neutral,0.5110012292861938
9271,tunggu singgah,1,1.0,11/09/2025 14:57:40,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['tunggu', 'singgah']","[('tunggu', 'singgah')]",neutral,0.836847722530365
9272,faham,4,4.0,10/10/2025 15:51:58,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,['faham'],[],neutral,0.8647692203521729
9273,nampak sedap,1,1.0,10/12/2025 17:26:01,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['nampak', 'sedap']","[('nampak', 'sedap')]",positive,0.856561005115509
9274,hampa perlis ka,2,4.0,10/12/2025 15:05:12,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['hampa', 'perlis', 'ka']","[('hampa', 'perlis'), ('perlis', 'ka')]",neutral,0.9136953949928284
9275,dap,1,1.0,10/12/2025 06:33:39,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,['dap'],[],neutral,0.8647692203521729
9276,berselera na,2,1.0,10/10/2025 15:19:48,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['berselera', 'na']","[('berselera', 'na')]",neutral,0.5232641696929932
9277,terliuqq hmpa,1,1.0,10/10/2025 20:28:11,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['terliuqq', 'hmpa']","[('terliuqq', 'hmpa')]",positive,0.5257137417793274
9278,sedapnya tgok,1,7.0,10/10/2025 16:38:58,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['sedapnya', 'tgok']","[('sedapnya', 'tgok')]",positive,0.9923943877220154
9279,ikut,1,1.0,10/10/2025 20:18:42,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,['ikut'],[],neutral,0.8647692203521729
9280,area ni dik location please,1,3.0,10/13/2025 00:09:14,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['area', 'ni', 'dik', 'location', 'please']","[('area', 'ni'), ('ni', 'dik'), ('dik', 'location'), ('location', 'please')]",neutral,0.9224125146865845
9281,wehh tau kedai ni terliuqq ayaqq meriah,2,1.0,10/10/2025 15:30:14,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['wehh', 'tau', 'kedai', 'ni', 'terliuqq', 'ayaqq', 'meriah']","[('wehh', 'tau'), ('tau', 'kedai'), ('kedai', 'ni'), ('ni', 'terliuqq'), ('terliuqq', 'ayaqq'), ('ayaqq', 'meriah')]",negative,0.5076512694358826
9282,menarik,0,0.0,10/13/2025 07:24:07,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,['menarik'],[],neutral,0.8647691011428833
9283,air tembikai,1,1.0,10/11/2025 05:38:20,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['air', 'tembikai']","[('air', 'tembikai')]",neutral,0.6076436638832092
9284,aduh lagu dk iklan sedap,2,1.0,10/10/2025 19:14:06,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['aduh', 'lagu', 'dk', 'iklan', 'sedap']","[('aduh', 'lagu'), ('lagu', 'dk'), ('dk', 'iklan'), ('iklan', 'sedap')]",positive,0.9431232810020447
9285,paksu paksu skgi smpai,1,1.0,10/10/2025 17:21:15,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['paksu', 'paksu', 'skgi', 'smpai']","[('paksu', 'paksu'), ('paksu', 'skgi'), ('skgi', 'smpai')]",positive,0.5073981881141663
9286,,1,0.0,11/20/2025 19:53:56,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,['nan'],[],neutral,0.8647691011428833
9287,,1,1.0,10/20/2025 19:20:33,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,['nan'],[],neutral,0.8647691011428833
9288,,1,2.0,10/11/2025 01:48:21,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,['nan'],[],neutral,0.8647691011428833
9289,ai selawat dak gi ا لله م ص ل ى ع ل ى س ي د ن ا م ح م د و ع ل ى آل س ي د ن ا م ح م د,2,0.0,10/12/2025 16:12:07,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['ai', 'selawat', 'dak', 'gi', 'ا', 'لله', 'م', 'ص', 'ل', 'ى', 'ع', 'ل', 'ى', 'س', 'ي', 'د', 'ن', 'ا', 'م', 'ح', 'م', 'د', 'و', 'ع', 'ل', 'ى', 'آل', 'س', 'ي', 'د', 'ن', 'ا', 'م', 'ح', 'م', 'د']","[('ai', 'selawat'), ('selawat', 'dak'), ('dak', 'gi'), ('gi', 'ا'), ('ا', 'لله'), ('لله', 'م'), ('م', 'ص'), ('ص', 'ل'), ('ل', 'ى'), ('ى', 'ع'), ('ع', 'ل'), ('ل', 'ى'), ('ى', 'س'), ('س', 'ي'), ('ي', 'د'), ('د', 'ن'), ('ن', 'ا'), ('ا', 'م'), ('م', 'ح'), ('ح', 'م'), ('م', 'د'), ('د', 'و'), ('و', 'ع'), ('ع', 'ل'), ('ل', 'ى'), ('ى', 'آل'), ('آل', 'س'), ('س', 'ي'), ('ي', 'د'), ('د', 'ن'), ('ن', 'ا'), ('ا', 'م'), ('م', 'ح'), ('ح', 'م'), ('م', 'د')]",positive,0.5487139225006104
9290,spageti aglio olio sedap gila my fveret tapau,1,1.0,11/07/2025 13:20:10,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['spageti', 'aglio', 'olio', 'sedap', 'gila', 'my', 'fveret', 'tapau']","[('spageti', 'aglio'), ('aglio', 'olio'), ('olio', 'sedap'), ('sedap', 'gila'), ('gila', 'my'), ('my', 'fveret'), ('fveret', 'tapau')]",negative,0.46093183755874634
9291,letopan,1,3.0,10/11/2025 23:03:07,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,['letopan'],[],neutral,0.8647691011428833
9292,puiah ati hampa habar nyam-nyam perlis,1,1.0,10/12/2025 05:34:17,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['puiah', 'ati', 'hampa', 'habar', 'nyam-nyam', 'perlis']","[('puiah', 'ati'), ('ati', 'hampa'), ('hampa', 'habar'), ('habar', 'nyam-nyam'), ('nyam-nyam', 'perlis')]",neutral,0.6938837766647339
9293,gigit,1,1.0,10/11/2025 00:08:35,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,['gigit'],[],neutral,0.8647691011428833
9294,tudia pidot penuh semeja ketoi-ketoi buak,1,1.0,10/10/2025 19:37:12,https://www.tiktok.com/@firdausalkarim_/video/7559482919006309652,Daud Grill Changlun,"['tudia', 'pidot', 'penuh', 'semeja', 'ketoi-ketoi', 'buak']","[('tudia', 'pidot'), ('pidot', 'penuh'), ('penuh', 'semeja'), ('semeja', 'ketoi-ketoi'), ('ketoi-ketoi', 'buak')]",negative,0.744723379611969
